phase,category,filename,img_path,exists,annot_A,annot_B,annot_C,soft_anger,soft_contempt,soft_disgust,soft_fear,soft_happy,soft_neutral,soft_sad,soft_surprise
train,anger,wzpp52079a325c48f41b8409c988849bf29176a31023e473e313030e7e11f1bn8.jpg,./Data/EST_data/img_train/anger/wzpp52079a325c48f41b8409c988849bf29176a31023e473e313030e7e11f1bn8.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,az5sf92da0667e638d80d35ebce0238bb2c3c4a6cca44e153d08e0351aa6enbj5.jpg,./Data/EST_data/img_train/anger/az5sf92da0667e638d80d35ebce0238bb2c3c4a6cca44e153d08e0351aa6enbj5.jpg,True,상처,슬픔,분노,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.4666666666666666,0.0
train,anger,6ycx75f326aad75df53fd2245f785d20c863ff80add089da2cf68270c68afmmrb.jpg,./Data/EST_data/img_train/anger/6ycx75f326aad75df53fd2245f785d20c863ff80add089da2cf68270c68afmmrb.jpg,True,분노,불안,불안,0.26666666666666666,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.0,0.0
train,anger,we0vf8e177b40afbe55bf84e6e7cbea27764f7e69afb6d4be848f77eb780fagxb.jpg,./Data/EST_data/img_train/anger/we0vf8e177b40afbe55bf84e6e7cbea27764f7e69afb6d4be848f77eb780fagxb.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,j4r57e6abb7626a8ee51a65180aab637a6ca06b1358771a66c75aa244763c3p8z.jpg,./Data/EST_data/img_train/anger/j4r57e6abb7626a8ee51a65180aab637a6ca06b1358771a66c75aa244763c3p8z.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,zocva10b9d4ceeb8d46b856baa95b124d141e9ac1da18de818bbbec28e41ehtim.jpg,./Data/EST_data/img_train/anger/zocva10b9d4ceeb8d46b856baa95b124d141e9ac1da18de818bbbec28e41ehtim.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,8hdi42c2c727f6b6a3572dc6bda32773533b3e6d5c6811f3b8c67d7f7c725wv5v.jpg,./Data/EST_data/img_train/anger/8hdi42c2c727f6b6a3572dc6bda32773533b3e6d5c6811f3b8c67d7f7c725wv5v.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,z1syd7802c7a284a03742e45c5a0cb73aa0a2d42cbd4cea9cb4cb72dcdad9g67j.jpg,./Data/EST_data/img_train/anger/z1syd7802c7a284a03742e45c5a0cb73aa0a2d42cbd4cea9cb4cb72dcdad9g67j.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,pqbacda24f3da2bd45af7a7308d60b4b406b70972913adbfab9814e2957b4hsi6.jpg,./Data/EST_data/img_train/anger/pqbacda24f3da2bd45af7a7308d60b4b406b70972913adbfab9814e2957b4hsi6.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,651pc233b6c4b641ab984463848881c3cbb06387ca08814b384cb1b96b112jjrf.jpg,./Data/EST_data/img_train/anger/651pc233b6c4b641ab984463848881c3cbb06387ca08814b384cb1b96b112jjrf.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,0dwf6b2165808a89884760257a16286250ccee86777193517af26ef1221fc9zuc.jpg,./Data/EST_data/img_train/anger/0dwf6b2165808a89884760257a16286250ccee86777193517af26ef1221fc9zuc.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,9gctcc26065d2daab14d5dd7a0286e101827aa5cbca602d0ab61dcdd1d461421v.jpg,./Data/EST_data/img_train/anger/9gctcc26065d2daab14d5dd7a0286e101827aa5cbca602d0ab61dcdd1d461421v.jpg,True,분노,분노,불안,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,8zjlff36db22c2bbce178c0522c8b50cb668245a0902b9919babb9a9b69960r6u.jpg,./Data/EST_data/img_train/anger/8zjlff36db22c2bbce178c0522c8b50cb668245a0902b9919babb9a9b69960r6u.jpg,True,분노,불안,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,c0565b8c0b6e111306595b29ea475033ff16a1095b3f2b5535063c50b375bd9de.jpg,./Data/EST_data/img_train/anger/c0565b8c0b6e111306595b29ea475033ff16a1095b3f2b5535063c50b375bd9de.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,6iamb8385d1913611ababcc9896fcae139ce5bb3acbef6f4afdd1ba89935e8udw.jpg,./Data/EST_data/img_train/anger/6iamb8385d1913611ababcc9896fcae139ce5bb3acbef6f4afdd1ba89935e8udw.jpg,True,중립,불안,분노,0.26666666666666666,0.0,0.0,0.3333333333333333,0.0,0.39999999999999997,0.0,0.0
train,anger,bosx60112647800231878a646708ba8041ee8f1206f54f5b21918e6e14f411ojs.jpg,./Data/EST_data/img_train/anger/bosx60112647800231878a646708ba8041ee8f1206f54f5b21918e6e14f411ojs.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,9tj00ed7d28cd735c47e4b9eadaefcd1fbba3bfe315d34152cbdf0c7cd875hg54.jpg,./Data/EST_data/img_train/anger/9tj00ed7d28cd735c47e4b9eadaefcd1fbba3bfe315d34152cbdf0c7cd875hg54.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,351a2c4c112d616e37933a366317676fed8ccc8e6dad2be8f622f6c7a6e6cguw3.jpg,./Data/EST_data/img_train/anger/351a2c4c112d616e37933a366317676fed8ccc8e6dad2be8f622f6c7a6e6cguw3.jpg,True,중립,불안,중립,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
train,anger,lmpxbe1b51d0a0dbbafeb37be4a5a3b4b74cfeff6a960e4a344eee7edbaeeyj2j.jpg,./Data/EST_data/img_train/anger/lmpxbe1b51d0a0dbbafeb37be4a5a3b4b74cfeff6a960e4a344eee7edbaeeyj2j.jpg,True,분노,불안,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,3p0gd2290afd21a168212f0a39fa951cdc5b2a6aa47b0e20133818ad9ac017hnh.jpg,./Data/EST_data/img_train/anger/3p0gd2290afd21a168212f0a39fa951cdc5b2a6aa47b0e20133818ad9ac017hnh.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,r3j2f4c2f4b4d63c10531d5ddcdfdc37bfaa9f5bbfc38c91cd45fcaa5d5f0vpva.jpg,./Data/EST_data/img_train/anger/r3j2f4c2f4b4d63c10531d5ddcdfdc37bfaa9f5bbfc38c91cd45fcaa5d5f0vpva.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,opiz67dea71b7b5ca7220bc8a01d7dbaead3767e1a7bfda2388085b977a85b9sc.jpg,./Data/EST_data/img_train/anger/opiz67dea71b7b5ca7220bc8a01d7dbaead3767e1a7bfda2388085b977a85b9sc.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,wydq00a0af4e77f21077be02722d333907f3c51022ae0f8aff4f2a52ee5a2c53s.jpg,./Data/EST_data/img_train/anger/wydq00a0af4e77f21077be02722d333907f3c51022ae0f8aff4f2a52ee5a2c53s.jpg,True,불안,불안,중립,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
train,anger,tute41de6cf4206913a2fddea8dfea11e61a94f11a71a6000edae6e33a8dc7455.jpg,./Data/EST_data/img_train/anger/tute41de6cf4206913a2fddea8dfea11e61a94f11a71a6000edae6e33a8dc7455.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,9czmccd193804cdf8457e50d34e3c6ccee17c740c63d4e3c6748cfc33f7c02rzb.jpg,./Data/EST_data/img_train/anger/9czmccd193804cdf8457e50d34e3c6ccee17c740c63d4e3c6748cfc33f7c02rzb.jpg,True,분노,상처,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,nzbyf2270c8f8e421a43ee45afd431513a4b63576ab3017775cb27a416ac1w5jx.jpg,./Data/EST_data/img_train/anger/nzbyf2270c8f8e421a43ee45afd431513a4b63576ab3017775cb27a416ac1w5jx.jpg,True,슬픔,분노,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,56gz2b5d7f85e5224f8c4b8ca22b822cc74684a2623cccac4ecaefa1e3a5aj5op.jpg,./Data/EST_data/img_train/anger/56gz2b5d7f85e5224f8c4b8ca22b822cc74684a2623cccac4ecaefa1e3a5aj5op.jpg,True,분노,불안,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,kbnh49b9c12fb1c77514c10c19ac5e4e8371741140d0c7a76ada4579c7ea46a1y.jpg,./Data/EST_data/img_train/anger/kbnh49b9c12fb1c77514c10c19ac5e4e8371741140d0c7a76ada4579c7ea46a1y.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,yrdn00323c2282825ee160a25e521ed82aa12e5888c8b28e1dc0ce2562182pgqi.jpg,./Data/EST_data/img_train/anger/yrdn00323c2282825ee160a25e521ed82aa12e5888c8b28e1dc0ce2562182pgqi.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,xcwx075af610c4f73c9e4b0905055d48e13cd07730aec6482a174498d600165o0.jpg,./Data/EST_data/img_train/anger/xcwx075af610c4f73c9e4b0905055d48e13cd07730aec6482a174498d600165o0.jpg,True,분노,슬픔,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,kphgc96226557bb0024864cc96115285c934c4b4c520bc39fb84b888fe698pfcw.jpg,./Data/EST_data/img_train/anger/kphgc96226557bb0024864cc96115285c934c4b4c520bc39fb84b888fe698pfcw.jpg,True,분노,상처,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,nyfqcd98819b8a358d3b323022806af808099814f34fa50c9ccbc999c28626y9o.jpg,./Data/EST_data/img_train/anger/nyfqcd98819b8a358d3b323022806af808099814f34fa50c9ccbc999c28626y9o.jpg,True,당황,슬픔,슬픔,0.0,0.0,0.0,0.09999999999999999,0.0,0.26666666666666666,0.4666666666666666,0.16666666666666666
train,anger,wguybd184c376887e68f99e67d4867bfcce1fc6d58852ce1a1c9c8e9cc67fsaol.jpg,./Data/EST_data/img_train/anger/wguybd184c376887e68f99e67d4867bfcce1fc6d58852ce1a1c9c8e9cc67fsaol.jpg,True,불안,중립,당황,0.0,0.0,0.0,0.43333333333333335,0.0,0.39999999999999997,0.0,0.16666666666666666
train,anger,cjmz745fd404e7f0b9d7e4f899b0997274424df957904294227945e60a4c4kqiq.jpg,./Data/EST_data/img_train/anger/cjmz745fd404e7f0b9d7e4f899b0997274424df957904294227945e60a4c4kqiq.jpg,True,슬픔,분노,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,tmrrf5a3be848a3980f804a0a27af2301a39282284eee706600a632882886989h.jpg,./Data/EST_data/img_train/anger/tmrrf5a3be848a3980f804a0a27af2301a39282284eee706600a632882886989h.jpg,True,분노,당황,분노,0.5333333333333333,0.0,0.0,0.09999999999999999,0.0,0.20000000000000004,0.0,0.16666666666666666
train,anger,q6cm518c2dc63d24727334766cc832fa52318c828d4cd12e12c27ca3c24c21hi9.jpg,./Data/EST_data/img_train/anger/q6cm518c2dc63d24727334766cc832fa52318c828d4cd12e12c27ca3c24c21hi9.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,n69s894b29f7a991e779369326a6c7194cdc619c503adb60aa97aba3b23a63as1.jpg,./Data/EST_data/img_train/anger/n69s894b29f7a991e779369326a6c7194cdc619c503adb60aa97aba3b23a63as1.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,2yhrb635c6fb1e11a79a161d17637a718e056bee9486a199997e7e1d1b1d9b5e7.jpg,./Data/EST_data/img_train/anger/2yhrb635c6fb1e11a79a161d17637a718e056bee9486a199997e7e1d1b1d9b5e7.jpg,True,상처,분노,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,l7f7fdf48ab0bf2ec0f0869cde6b27aff313c9504863f102581cf70b3d3cfsur8.jpg,./Data/EST_data/img_train/anger/l7f7fdf48ab0bf2ec0f0869cde6b27aff313c9504863f102581cf70b3d3cfsur8.jpg,True,불안,분노,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,5k3cad537790d316e8690156d67aa60d160a81e3bf56d4ee81d101340a5333i22.jpg,./Data/EST_data/img_train/anger/5k3cad537790d316e8690156d67aa60d160a81e3bf56d4ee81d101340a5333i22.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,7t1o26ca87119809e66b1b4160f04320c98c26f62180e14f5128168c2f198i3qq.jpg,./Data/EST_data/img_train/anger/7t1o26ca87119809e66b1b4160f04320c98c26f62180e14f5128168c2f198i3qq.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,b4pbcfcd0330d675592c00d633bf5bf55c5d409350030d5a00ffd5558d93ab29o.jpg,./Data/EST_data/img_train/anger/b4pbcfcd0330d675592c00d633bf5bf55c5d409350030d5a00ffd5558d93ab29o.jpg,True,분노,당황,분노,0.5333333333333333,0.0,0.0,0.09999999999999999,0.0,0.20000000000000004,0.0,0.16666666666666666
train,anger,z51i1f6e366b1c8e5e5a53e472cf66b3e6ee6a68ddc2ddcedc57c8d02183dym66.jpg,./Data/EST_data/img_train/anger/z51i1f6e366b1c8e5e5a53e472cf66b3e6ee6a68ddc2ddcedc57c8d02183dym66.jpg,True,분노,당황,분노,0.5333333333333333,0.0,0.0,0.09999999999999999,0.0,0.20000000000000004,0.0,0.16666666666666666
train,anger,i2x66264ceaafa10aa88dc7dabd8b84a8c7da138a8b6e9c2b4a7baa3d1cea5747.jpg,./Data/EST_data/img_train/anger/i2x66264ceaafa10aa88dc7dabd8b84a8c7da138a8b6e9c2b4a7baa3d1cea5747.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,j0g00a5d54c8b8557484c6d58654f675aaa68aac4f2de5afefcff30422950eoa4.jpg,./Data/EST_data/img_train/anger/j0g00a5d54c8b8557484c6d58654f675aaa68aac4f2de5afefcff30422950eoa4.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,zb06757b54d577fbec7267037cabd7574dc4cbff575b0d557b317457c73e5w94l.jpg,./Data/EST_data/img_train/anger/zb06757b54d577fbec7267037cabd7574dc4cbff575b0d557b317457c73e5w94l.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,q9yv43b8c7f44baf4333c0dcb0dc0a804fbf3382e2ad323aab42346bf30b7ogev.jpg,./Data/EST_data/img_train/anger/q9yv43b8c7f44baf4333c0dcb0dc0a804fbf3382e2ad323aab42346bf30b7ogev.jpg,True,분노,당황,당황,0.26666666666666666,0.0,0.0,0.19999999999999998,0.0,0.20000000000000004,0.0,0.3333333333333333
train,anger,ze4u417aaf677be1eb7c61c07b2c867ccd7bb777286b987801bb1a7bb0ec6xm9m.jpg,./Data/EST_data/img_train/anger/ze4u417aaf677be1eb7c61c07b2c867ccd7bb777286b987801bb1a7bb0ec6xm9m.jpg,True,분노,분노,상처,0.5333333333333333,0.0,0.0,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0
train,anger,qvv3e3f40f0a83a611121051124329e71f09e0f17465f292e33b4322f8841s8oz.jpg,./Data/EST_data/img_train/anger/qvv3e3f40f0a83a611121051124329e71f09e0f17465f292e33b4322f8841s8oz.jpg,True,슬픔,불안,슬픔,0.0,0.0,0.0,0.3333333333333333,0.0,0.19999999999999998,0.4666666666666666,0.0
train,anger,8b0yde2fe4a1a839b87446eee6deeed1662fa58e581577733ad7a75e1ef193q0m.jpg,./Data/EST_data/img_train/anger/8b0yde2fe4a1a839b87446eee6deeed1662fa58e581577733ad7a75e1ef193q0m.jpg,True,분노,불안,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,duew25a9633e2f92fb572f4fc7f3e9a0d7effe7fea76a2e1cc7b277c1c539ibps.jpg,./Data/EST_data/img_train/anger/duew25a9633e2f92fb572f4fc7f3e9a0d7effe7fea76a2e1cc7b277c1c539ibps.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,xq2dc73a3da34d7f9ed866d07cca8661fcc9d768863d2b0c6d046a07665602u7o.jpg,./Data/EST_data/img_train/anger/xq2dc73a3da34d7f9ed866d07cca8661fcc9d768863d2b0c6d046a07665602u7o.jpg,True,불안,분노,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,oftbf3ec6456cf5c896afc451e89fe9c8ce58dcefd4ce131fefcdabccee43qdoi.jpg,./Data/EST_data/img_train/anger/oftbf3ec6456cf5c896afc451e89fe9c8ce58dcefd4ce131fefcdabccee43qdoi.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,bajj272301b202fe9b4e4661960ef2754d8a2a72f63c0274cc4559575bbf9lbcx.jpg,./Data/EST_data/img_train/anger/bajj272301b202fe9b4e4661960ef2754d8a2a72f63c0274cc4559575bbf9lbcx.jpg,True,불안,분노,분노,0.5333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
train,anger,z4inf6ccda2688a6ead2779ef462744f3c855a6336362393ed998743cf187s02k.jpg,./Data/EST_data/img_train/anger/z4inf6ccda2688a6ead2779ef462744f3c855a6336362393ed998743cf187s02k.jpg,True,중립,분노,분노,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666666,0.0,0.0
train,anger,oxbea3b555037fbe5c395b3bb96c5a84c34db5758fb52563c3efb2bfe3310y9ga.jpg,./Data/EST_data/img_train/anger/oxbea3b555037fbe5c395b3bb96c5a84c34db5758fb52563c3efb2bfe3310y9ga.jpg,True,불안,분노,슬픔,0.26666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.2333333333333333,0.0
train,anger,qwk107ac352a1506e6659e980ad26dd6719f66d61582bc73f5ce67fd6782c4w07.jpg,./Data/EST_data/img_train/anger/qwk107ac352a1506e6659e980ad26dd6719f66d61582bc73f5ce67fd6782c4w07.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,s83170db86d8663c47c6c7c5c4a77d349660bc3d4572d0d27f81968cadfac7yy1.jpg,./Data/EST_data/img_train/anger/s83170db86d8663c47c6c7c5c4a77d349660bc3d4572d0d27f81968cadfac7yy1.jpg,True,분노,분노,당황,0.5333333333333333,0.0,0.0,0.09999999999999999,0.0,0.20000000000000004,0.0,0.16666666666666666
train,anger,8b1a515e5eaeb29e295e384abbaf5f1a92caba82e711aef982a73757fe45enulm.jpg,./Data/EST_data/img_train/anger/8b1a515e5eaeb29e295e384abbaf5f1a92caba82e711aef982a73757fe45enulm.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,r7k1e53005844d0ce8e6a0c5a133748a3d3b65c31e5a15394835e49cf2416060q.jpg,./Data/EST_data/img_train/anger/r7k1e53005844d0ce8e6a0c5a133748a3d3b65c31e5a15394835e49cf2416060q.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
train,anger,uxko1b28c2105def2df0cbfed88ffcd772750b2a8722738221fdc52be801f6rju.jpg,./Data/EST_data/img_train/anger/uxko1b28c2105def2df0cbfed88ffcd772750b2a8722738221fdc52be801f6rju.jpg,True,분노,분노,분노,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
